Date	Int Betten gesamt	Int Betten belegt	Prozent Int Betten belegt	Int COVID-19 Patienten	Prozent Int COVID-19 Patienten
2020-04-22	916	559	61.0		
2020-04-23	918	569	62.0		
2020-04-24	923	553	59.9	74	8.0
2020-04-25	937	561	59.9	74	7.9
2020-04-26	896	530	59.2		
2020-04-27	948	524	55.3	81	8.5
2020-04-28	948	524	55.3	81	8.5
2020-04-29	979	561	57.3	81	8.3
2020-04-30	983	566	57.6	79	8.0
2020-05-01	960	581	60.5	80	8.3
2020-05-02	956	580	60.7	74	7.7
2020-05-03	940	560	59.6	72	7.7
2020-05-04	939	558	59.4	70	7.5
2020-05-05	965	595	61.7	69	7.2
2020-05-06	978	600	61.3	68	7.0
2020-05-07	963	590	61.3	66	6.9
2020-05-08	943	605	64.2	63	6.7
2020-05-09	974	608	62.4	61	6.3
2020-05-10	964	603	62.6	61	6.3
2020-05-11	930	544	58.5	63	6.8
2020-05-12	982	586	59.7	57	5.8
2020-05-13	979	587	60.0	49	5.0
2020-05-14	996	602	60.4	50	5.0
2020-05-15	969	597	61.6	44	4.5
2020-05-16	970	613	63.2	42	4.3
2020-05-17	980	606	61.8	42	4.3
2020-05-18	946	561	59.3	40	4.2
2020-05-19	977	581	59.5	42	4.3
2020-05-20	981	600	61.2	35	3.6
2020-05-21	980	607	61.9	34	3.5
2020-05-22	973	601	61.8	32	3.3
2020-05-23	965	551	57.1	32	3.3
2020-05-24	958	550	57.4	26	2.7
2020-05-25	974	554	56.9	26	2.7
2020-05-26	993	567	57.1	23	2.3
2020-05-27	985	585	59.4	21	2.1
2020-05-28	988	584	59.1	21	2.1
2020-05-29	986	588	59.6	21	2.1
2020-05-30	979	590	60.3	22	2.2
2020-05-31	972	584	60.1	21	2.2
2020-06-01	944	549	58.2	22	2.3
2020-06-02	943	562	59.6	22	2.3
2020-06-03	938	554	59.1	19	2.0
2020-06-04	950	567	59.7	20	2.1
2020-06-05	970	586	60.4	19	2.0
2020-06-06	939	555	59.1	19	2.0
2020-06-07	917	541	59.0	19	2.1
2020-06-08	957	547	57.2	19	2.0
2020-06-09	975	571	58.6	19	1.9
2020-06-11	970	597	61.5	18	1.9
2020-06-12	970	597	61.5	18	1.9
2020-06-13	971	591	60.9	15	1.5
2020-06-14	946	575	60.8	14	1.5
2020-06-15	887	545	61.4	12	1.4
2020-06-16	960	568	59.2	13	1.4
2020-06-17	977	571	58.4	13	1.3
2020-06-18	973	585	60.1	13	1.3
2020-06-19	968	562	58.1	13	1.3
2020-06-20	966	580	60.0	13	1.3
