# day	date	infections	deaths	new infections	new deaths	infections per million	deaths per million	new infections per million	new deaths per million
-27	2020-02-28	53	0	53	0	0.638	0.0	0.638
-26	2020-02-29	64	0	11	0	0.771	0.0	0.132
-25	2020-03-01	127	0	63	0	1.53	0.0	0.759
-24	2020-03-02	155	0	28	0	1.867	0.0	0.337
-23	2020-03-03	196	0	41	0	2.361	0.0	0.494
-22	2020-03-04	262	0	66	0	3.156	0.0	0.795
-21	2020-03-05	400	0	138	0	4.818	0.0	1.662
-20	2020-03-06	639	0	239	0	7.697	0.0	2.879
-19	2020-03-07	795	0	156	0	9.576	0.0	1.879
-18	2020-03-08	902	0	107	0	10.865	0.0	1.289
-17	2020-03-09	1139	0	237	0	13.72	0.0	2.855
-16	2020-03-10	1296	0	157	0	15.611	0.0	1.891
-15	2020-03-11	1567	0	271	0	18.875	0.0	3.264
-14	2020-03-12	2369	0	802	0	28.536	0.0	9.66
-13	2020-03-13	3062	0	693	0	36.883	0.0	8.347
-12	2020-03-14	3795	0	733	0	45.712	0.0	8.829
-11	2020-03-15	4838	0	1043	0	58.276	0.0	12.563
-10	2020-03-16	6012	0	1174	0	72.417	0.0	14.141
-9	2020-03-17	7156	12	1144	12	86.197	0.145	13.78
-8	2020-03-18	8198	12	1042	0	98.748	0.145	12.551
-7	2020-03-19	10999	20	2801	8	132.487	0.241	33.739
-6	2020-03-20	13957	31	2958	11	168.118	0.373	35.63
-5	2020-03-21	16662	47	2705	16	200.701	0.566	32.583
-4	2020-03-22	18610	55	1948	8	224.165	0.662	23.464
-3	2020-03-23	22672	86	4062	31	273.093	1.036	48.928
-2	2020-03-24	27436	114	4764	28	330.478	1.373	57.384
-1	2020-03-25	31554	149	4118	35	380.081	1.795	49.603
0	2020-03-26	36508	198	4954	49	439.754	2.385	59.673
